"sect","title","authors","views","issue","year","page_order"
"Review Article","Decoupling Shrinkage and Selection in Bayesian Linear Models: A Posterior Summary Perspective","P. Richard Hahn#Carlos M. Carvalho",419,509,2015,34
"Index","Book Reviews","",201,509,2015,35
"Letters to the Editor","Letter To the Editor","Stephen E. Fienberg#James S. Hodges#Liying Luo",261,509,2015,36
"Letters to the Editor","Reply","Y. Claire Yang#Kenneth C. Land",68,509,2015,37
"Letters to the Editor","Reply","Wenjiang J. Fu",145,509,2015,38
"Applications and Case Studies","Sparse Semiparametric Nonlinear Model With Application to Chromatographic Fingerprints","Michael R. Wierzbicki#Li-Bing Guo#Qing-Tao Du#Wensheng Guo",1345,508,2014,1
"Applications and Case Studies","Comment","Pang Du",220,508,2014,2
"Applications and Case Studies","Comment","Huaihou Chen#Donglin Zeng",167,508,2014,3
"Applications and Case Studies","Rejoinder","Michael R. Wierzbicki#Li-Bing Guo#Qing-Tao Du#Wensheng Guo",123,508,2014,4
"Applications and Case Studies","Biomarker Detection in Association Studies: Modeling SNPs Simultaneously via Logistic ANOVA","Yoonsuh Jung#Jianhua Z. Huang#Jianhua Hu",797,508,2014,5
"Applications and Case Studies","Bayesian Modeling and Forecasting of 24-Hour High-Frequency Volatility","Jonathan R. Stroud#Michael S. Johannes",756,508,2014,6
"Applications and Case Studies","Combining Dynamic Predictions From Joint Models for Longitudinal and Time-to-Event Data Using Bayesian Model Averaging","Dimitris Rizopoulos#Laura A. Hatfield#Bradley P. Carlin#Johanna J. M. Takkenberg",786,508,2014,7
"Applications and Case Studies","Bayesian Emulation and Calibration of a Dynamic Epidemic Model for A/H1N1 Influenza","Marian Farah#Paul Birrell#Stefano Conti#Daniela De Angelis",415,508,2014,8
"Applications and Case Studies","Joint Modeling and Clustering Paired Generalized Longitudinal Trajectories With Application to Cocaine Abuse Treatment Data","Hui Huang#Yehua Li#Yongtao Guan",503,508,2014,9
"Applications and Case Studies","Variable-Domain Functional Regression for Modeling ICU Data","Jonathan E. Gellar#Elizabeth Colantuoni#Dale M. Needham#Ciprian M. Crainiceanu",403,508,2014,10
"Applications and Case Studies","Quantifying Causal Effects of Road Network Capacity Expansions on Traffic Volume and Density via a Mixed Model Propensity Score Estimator","Daniel J. Graham#Emma J. McCoy#David A. Stephens",437,508,2014,11
"Theory and Methods","Exact Meta-Analysis Approach for Discrete Data and its Application to 2 × 2 Tables With Rare Events","Dungang Liu#Regina Y. Liu#Min-ge Xie",587,508,2014,12
"Theory and Methods","Generalized Species Sampling Priors With Latent Beta Reinforcements","Edoardo M. Airoldi#Thiago Costa#Federico Bassetti#Fabrizio Leisen#Michele Guindani",338,508,2014,13
"Theory and Methods","Bayesian Multiscale Modeling of Closed Curves in Point Clouds","Kelvin Gu#Debdeep Pati#David B. Dunson",385,508,2014,14
"Theory and Methods","Monte Carlo Simulation for Lasso-Type Problems by Estimator Augmentation","Qing Zhou",699,508,2014,15
"Theory and Methods","A Simple Method for Estimating Interactions Between a Treatment and a Large Number of Covariates","Lu Tian#Ash A. Alizadeh#Andrew J. Gentles#Robert Tibshirani",1014,508,2014,16
"Theory and Methods","A Likelihood-Based Framework for Association Analysis of Allele-Specific Copy Numbers","Y. J. Hu#D. Y. Lin#W. Sun#D. Zeng",350,508,2014,17
"Theory and Methods","Nonparametric Estimation of Probability Density Functions for Irregularly Observed Spatial Data","Zudi Lu#Dag Tjøstheim",539,508,2014,18
"Theory and Methods","Modeling Space and Space-Time Directional Data Using Projected Gaussian Processes","Fangpo Wang#Alan E. Gelfand",540,508,2014,19
"Theory and Methods","Fast Prediction of Deterministic Functions Using Sparse Grid Experimental Designs","Matthew Plumlee",250,508,2014,20
"Theory and Methods","Optimal Supersaturated Designs","Bradley Jones#Dibyen Majumdar",309,508,2014,21
"Theory and Methods","Inference for Misspecified Models With Fixed Regressors","Alberto Abadie#Guido W. Imbens#Fanyin Zheng",705,508,2014,22
"Theory and Methods","Spherical Regression Models Using Projective Linear Transformations","Michael Rosenthal#Wei Wu#Eric Klassen#Anuj Srivastava",390,508,2014,23
"Theory and Methods","Score Estimating Equations from Embedded Likelihood Functions Under Accelerated Failure Time Model","Jing Ning#Jing Qin#Yu Shen",360,508,2014,24
"Theory and Methods","Proportional Hazards Model With Covariate Measurement Error and Instrumental Variables","Xiao Song#Ching-Yun Wang",467,508,2014,25
"Theory and Methods","Dimension-Reduced Modeling of Spatio-Temporal Processes","Jenný Brynjarsdóttir#L. Mark Berliner",516,508,2014,26
"Theory and Methods","Meta-Analysis With Fixed, Unknown, Study-Specific Parameters","Brian Claggett#Minge Xie#Lu Tian",307,508,2014,27
"Theory and Methods","Generalized Ordinary Differential Equation Models","Hongyu Miao#Hulin Wu#Hongqi Xue",436,508,2014,28
"Theory and Methods","Structural Pursuit Over Multiple Undirected Graphs","Yunzhang Zhu#Xiaotong Shen#Wei Pan",376,508,2014,29
"Theory and Methods","Treatment Evaluation With Multiple Outcome Periods Under Endogeneity and Attrition","Markus Frölich#Martin Huber",312,508,2014,30
"General","Book Reviews","",555,508,2014,31
"Errata","Correction","",301,508,2014,32
"Index","Editorial Collaborators","",181,508,2014,33
"Index","Editorial Board EOV","",202,508,2014,34
"Applications and Case Studies","A Bayesian Nonparametric Modeling Framework for Developmental Toxicity Studies","Kassandra Fronczyk#Athanasios Kottas",1044,507,2014,1
"Applications and Case Studies","Comment","Peter Müller#Fernando Quintana",233,507,2014,2
"Applications and Case Studies","Comment","David B. Dunson",208,507,2014,3
"Applications and Case Studies","Rejoinder","Kassandra Fronczyk#Athanasios Kottas",136,507,2014,4
"Applications and Case Studies","Mechanistic Hierarchical Gaussian Processes","Matthew W. Wheeler#David B. Dunson#Sudha P. Pandalai#Brent A. Baker#Amy H. Herring",575,507,2014,5
"Applications and Case Studies","Identifying Genetic Variants for Addiction via Propensity Score Adjusted Generalized Kendall’s Tau","Yuan Jiang#Ni Li#Heping Zhang",500,507,2014,6
"Applications and Case Studies","Optimizing Sedative Dose in Preterm Infants Undergoing Treatment for Respiratory Distress Syndrome","Peter F. Thall#Hoang Q. Nguyen#Sarah Zohar#Pierre Maton",270,507,2014,7
"Applications and Case Studies","Estimating Ocean Circulation: An MCMC Approach With Approximated Likelihoods via the Bernoulli Factory","Radu Herbei#L. Mark Berliner",401,507,2014,8
"Applications and Case Studies","Multivariate Analysis of Longitudinal Ordinal Data With Mixed Effects Models, With Application to Clinical Outcomes in Osteoarthritis","Celine Marielle Laffont#Marc Vandemeulebroecke#Didier Concordet",566,507,2014,9
"Applications and Case Studies","Causal Inference for fMRI Time Series Data With Systematic Errors of Measurement in a Balanced On/Off Study of Social Evaluative Threat","Michael E. Sobel#Martin A. Lindquist",347,507,2014,10
"Applications and Case Studies","Bayesian Generalized Low Rank Regression Models for Neuroimaging Phenotypes and Genetic Markers","Hongtu Zhu#Zakaria Khondker#Zhaohua Lu#Joseph G. Ibrahim",477,507,2014,11
"Theory and Methods","Estimation and Accuracy After Model Selection","Bradley Efron",4931,507,2014,12
"Theory and Methods","Comment","Lan Wang#Ben Sherwood#Runze Li",405,507,2014,13
"Theory and Methods","Comment","Dimitris N. Politis",337,507,2014,14
"Theory and Methods","Comment","Shuva Gupta#S. N. Lahiri",343,507,2014,15
"Theory and Methods","Comment","Andrew Gelman#Aki Vehtari",390,507,2014,16
"Theory and Methods","Comment","Nils Lid Hjort",368,507,2014,17
"Theory and Methods","Rejoinder","Bradley Efron",427,507,2014,18
"Theory and Methods","Bayesian Aggregation of Order-Based Rank Data","Ke Deng#Simeng Han#Kate J. Li#Jun S. Liu",521,507,2014,19
"Theory and Methods","Inference From Intrinsic Bayes’ Procedures Under Model Selection and Uncertainty","Andrew J. Womack#Luis León-Novelo#George Casella",428,507,2014,20
"Theory and Methods","Adaptive Confidence Bands for Nonparametric Regression Functions","T. Tony Cai#Mark Low#Zongming Ma",690,507,2014,21
"Theory and Methods","Efficient R-Estimation of Principal and Common Principal Components","Marc Hallin#Davy Paindaveine#Thomas Verdebout",371,507,2014,22
"Theory and Methods","Spatially Varying Coefficient Model for Neuroimaging Data With Jump Discontinuities","Hongtu Zhu#Jianqing Fan#Linglong Kong",548,507,2014,23
"Theory and Methods","Testing Second-Order Dynamics for Autoregressive Processes in Presence of Time-Varying Variance","Valentin Patilea#Hamdi Raïssi",254,507,2014,24
"Theory and Methods","Filtering With Heavy Tails","Andrew Harvey#Alessandra Luati",530,507,2014,25
"Theory and Methods","Generalized Gaussian Process Regression Model for Non-Gaussian Functional Data","Bo Wang#Jian Qing Shi",499,507,2014,26
"Theory and Methods","Space-Filling Fractional Factorial Designs","Yong-Dao Zhou#Hongquan Xu",364,507,2014,27
"Theory and Methods","Weighted M-statistics With Superior Design Sensitivity in Matched Observational Studies With Multiple Controls","Paul R. Rosenbaum",205,507,2014,28
"Theory and Methods","Multiply Robust Estimation in Regression Analysis With Missing Data","Peisong Han",849,507,2014,29
"Theory and Methods","Targeted Local Support Vector Machine for Age-Dependent Classification","Tianle Chen#Yuanjia Wang#Huaihou Chen#Karen Marder#Donglin Zeng",319,507,2014,30
"Theory and Methods","On an Additive Semigraphoid Model for Statistical Networks With Application to Pathway Analysis","Bing Li#Hyonho Chun#Hongyu Zhao",400,507,2014,31
"Theory and Methods","Functional Principal Component Analysis of Spatiotemporal Point Processes With Applications in Disease Surveillance","Yehua Li#Yongtao Guan",578,507,2014,32
"Theory and Methods","Optimal Tests of Treatment Effects for the Overall Population and Two Subpopulations in Randomized Trials, Using Sparse Linear Programming","Michael Rosenblum#Han Liu#En-Hsu Yen",717,507,2014,33
"Theory and Methods","Sequential Lasso Cum EBIC for Feature Selection With Ultra-High Dimensional Feature Space","Shan Luo#Zehua Chen",438,507,2014,34
"Theory and Methods","Segmented Model Selection in Quantile Regression Using the Minimum Description Length Principle","Alexander Aue#Rex C. Y. Cheung#Thomas C. M. Lee#Ming Zhong",358,507,2014,35
"Theory and Methods","The Sparse MLE for Ultrahigh-Dimensional Feature Screening","Chen Xu#Jiahua Chen",843,507,2014,36
"Theory and Methods","Nonparametric Independence Screening in Sparse Ultra-High-Dimensional Varying Coefficient Models","Jianqing Fan#Yunbei Ma#Wei Dai",695,507,2014,37
"Theory and Methods","Interaction Screening for Ultrahigh-Dimensional Data","Ning Hao#Hao Helen Zhang",942,507,2014,38
"Theory and Methods","Martingale Difference Correlation and Its Use in High-Dimensional Variable Screening","Xiaofeng Shao#Jingsi Zhang",651,507,2014,39
"Theory and Methods","Some Comments on Copula-Based Regression","Holger Dette#Ria Van Hecke#Stanislav Volgushev",363,507,2014,40
"General","Book Reviews","",4788,507,2014,41
"Applications and Case Studies","Flexible Marginal Structural Models for Estimating the Cumulative Effect of a Time-Dependent Treatment on the Hazard: Reassessing the Cardiovascular Risks of Didanosine Treatment in the Swiss HIV Cohort Study","Yongling Xiao#Michal Abrahamowicz#Erica E. M. Moodie#Rainer Weber#James Young",1032,506,2014,1
"Applications and Case Studies","To Fuel or Not to Fuel? Is that the Question?","Eduardo S. Ayra#David Ríos Insua#Javier Cano",586,506,2014,2
"Applications and Case Studies","A Bayesian Nonparametric Regression Model With Normalized Weights: A Study of Hippocampal Atrophy in Alzheimer’s Disease","Isadora Antoniano-Villalobos#Sara Wade#Stephen G. Walker",676,506,2014,3
"Applications and Case Studies","Automated Tsunami Source Modeling Using the Sweeping Window Positive Elastic Net","Daniel M. Percival#Donald B. Percival#Donald W. Denbo#Edison Gica#Paul Y. Huang#Harold O. Mofjeld#Michael C. Spillane",316,506,2014,4
"Applications and Case Studies","Bayesian Forecasting of Cohort Fertility","Carl Schmertmann#Emilio Zagheni#Joshua R. Goldstein#Mikko Myrskylä",922,506,2014,5
"Applications and Case Studies","Estimating Risk With Time-to-Event Data: An Application to the Women’s Health Initiative","Dandan Liu#Yingye Zheng#Ross L. Prentice#Li Hsu",514,506,2014,6
"Applications and Case Studies","Using Data Augmentation to Facilitate Conduct of Phase I–II Clinical Trials With Delayed Outcomes","Ick Hoon Jin#Suyu Liu#Peter F. Thall#Ying Yuan",342,506,2014,7
"Applications and Case Studies","A Bivariate Model for Simultaneous Testing in Bioinformatics Data","Haim Y. Bar#James G. Booth#Martin T. Wells",536,506,2014,8
"Applications and Case Studies","Object-Oriented Data Analysis of Cell Images","Xiaosun Lu#J. S. Marron#Perry Haaland",349,506,2014,9
"Applications and Case Studies","Source-Sink Reconstruction Through Regularized Multicomponent Regression Analysis—With Application to Assessing Whether North Sea Cod Larvae Contributed to Local Fjord Cod in Skagerrak","Kun Chen#Kung-Sik Chan#Nils Chr. Stenseth",210,506,2014,10
"Theory and Methods","Variable Selection in Nonparametric Classification Via Measurement Error Model Selection Likelihoods","L. A. Stefanski#Yichao Wu#Kyle White",954,506,2014,11
"Theory and Methods","Group LASSO for Structural Break Time Series","Ngai Hang Chan#Chun Yip Yau#Rong-Mao Zhang",1226,506,2014,12
"Theory and Methods","Testing Independence Among a Large Number of High-Dimensional Random Vectors","Guangming Pan#Jiti Gao#Yanrong Yang",693,506,2014,13
"Theory and Methods","Adaptive Multivariate Global Testing","Giorgos Minas#John A.D. Aston#Nigel Stallard",1243,506,2014,14
"Theory and Methods","Adaptive Global Testing for Functional Linear Models","Jing Lei",567,506,2014,15
"Theory and Methods","Local Empirical Likelihood Inference for Varying-Coefficient Density-Ratio Models Based on Case-Control Data","Xu Liu#Hongmei Jiang#Yong Zhou",557,506,2014,16
"Theory and Methods","Enriched Stick-Breaking Processes for Functional Data","Bruno Scarpa#David B. Dunson",423,506,2014,17
"Theory and Methods","A Smooth Simultaneous Confidence Corridor for the Mean of Sparse Functional Data","Shuzhuan Zheng#Lijian Yang#Wolfgang K. Härdle",426,506,2014,18
"Theory and Methods","Convex Optimization, Shape Constraints, Compound Decisions, and Empirical Bayes Rules","Roger Koenker#Ivan Mizera",581,506,2014,19
"Theory and Methods","A Generic Path Algorithm for Regularized Statistical Estimation","Hua Zhou#Yichao Wu",496,506,2014,20
"Theory and Methods","Sparse Additive Ordinary Differential Equations for Dynamic Gene Regulatory Network Modeling","Hulin Wu#Tao Lu#Hongqi Xue#Hua Liang",573,506,2014,21
"Theory and Methods","Parametrically Assisted Nonparametric Estimation of a Density in the Deconvolution Problem","Aurore Delaigle#Peter Hall",400,506,2014,22
"Theory and Methods","Estimation for General Birth-Death Processes","Forrest W. Crawford#Vladimir N. Minin#Marc A. Suchard",659,506,2014,23
"Theory and Methods","Nonparametric Regression for Spherical Data","Marco Di Marzio#Agnese Panzera#Charles C. Taylor",531,506,2014,24
"Theory and Methods","Spectral Density Ratio Models for Multivariate Extremes","Miguel de Carvalho#Anthony C. Davison",406,506,2014,25
"Theory and Methods","Self-Excited Threshold Poisson Autoregression","Chao Wang#Heng Liu#Jian-Feng Yao#Richard A. Davis#Wai Keung Li",406,506,2014,26
"Theory and Methods","Selection of Mixed Copula Model via Penalized Likelihood","Zongwu Cai#Xian Wang",613,506,2014,27
"Theory and Methods","A Class of Hazard Rate Mixtures for Combining Survival Data From Different Experiments","Antonio Lijoi#Bernardo Nipoti",346,506,2014,28
"Theory and Methods","Fused Estimators of the Central Subspace in Sufficient Dimension Reduction","R. Dennis Cook#Xin Zhang",475,506,2014,29
"Theory and Methods","EMVS: The EM Approach to Bayesian Variable Selection","Veronika Ročková#Edward I. George",1382,506,2014,30
